Note: Starting dynamic gmin stepping
Note: Dynamic gmin stepping completed

Note: No compatibility mode selected!


Circuit: alu reference characterization

Doing analysis at TEMP = 25.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
xalu.xlo0.x1.n                               0
xalu.lo0                           3.98205e-09
xalu.xlo0.x2.n                     1.99102e-09
xalu.xhi0.sn                               1.8
xalu.xhi0.n0                               1.8
xalu.xhi0.x0.n                               0
xalu.xhi0.n1                               1.8
xalu.xhi0.x1.n                               0
xalu.hi0                           3.98205e-09
xalu.xhi0.x2.n                     1.99102e-09
xalu.xout0.sn                              1.8
op2                                          0
xalu.xout0.n0                              1.8
xalu.xout0.x0.n                              0
xalu.xout0.n1                              1.8
xalu.xout0.x1.n                              0
y0                                 3.98205e-09
xalu.xout0.x2.n                    1.99102e-09
xalu.xbsub1.n0                             1.8
b1                                           0
xalu.xbsub1.x0.n                             0
xalu.xbsub1.n1                             1.8
xalu.xbsub1.x1.n                             0
xalu.xbsub1.n2                             1.8
xalu.xbsub1.x2.n                             0
xalu.bs1                           3.98205e-09
xalu.xbsub1.x3.n                   1.99102e-09
xalu.xfa1.x0.n0                            1.8
xalu.xfa1.x0.x0.n                            0
xalu.xfa1.x0.n1                            1.8
xalu.xfa1.x0.x1.n                            0
xalu.xfa1.x0.n2                            1.8
xalu.xfa1.x0.x2.n                            0
xalu.xfa1.p                        3.98205e-09
xalu.xfa1.x0.x3.n                  1.99102e-09
xalu.xfa1.x1.n0                            1.8
xalu.xfa1.x1.x0.n                            0
xalu.xfa1.x1.n1                            1.8
xalu.xfa1.x1.x1.n                            0
xalu.xfa1.x1.n2                            1.8
xalu.xfa1.x1.x2.n                            0
xalu.s1                            3.98205e-09
xalu.xfa1.x1.x3.n                  1.99102e-09
xalu.xfa1.x2.n                             1.8
xalu.xfa1.x2.xn.n                            0
xalu.xfa1.g                        1.99102e-09
xalu.xfa1.x3.n                             1.8
xalu.xfa1.x3.xn.n                            0
xalu.xfa1.h                        1.99102e-09
xalu.xfa1.x4.xn.n                          1.8
xalu.xfa1.x4.n                             1.8
xalu.c2                            1.99102e-09
xalu.xand1.n                               1.8
xalu.xand1.xn.n                              0
xalu.and1                          1.99102e-09
xalu.xor1.xn.n                             1.8
xalu.xor1.n                                1.8
xalu.or1                           1.99102e-09
xalu.xxor1.n0                              1.8
xalu.xxor1.x0.n                              0
xalu.xxor1.n1                              1.8
xalu.xxor1.x1.n                              0
xalu.xxor1.n2                              1.8
xalu.xxor1.x2.n                              0
xalu.xor1                          3.98205e-09
xalu.xxor1.x3.n                    1.99102e-09
xalu.not1                                  1.8
xalu.xlogic1.sn                            1.8
xalu.xlogic1.n0                            1.8
xalu.xlogic1.x0.n                            0
xalu.xlogic1.n1                            1.8
xalu.xlogic1.x1.n                            0
xalu.l1                            3.98205e-09
xalu.xlogic1.x2.n                  1.99102e-09
xalu.xunary1.sn                            1.8
xalu.xunary1.n0                            1.8
xalu.xunary1.x0.n                            0
xalu.xunary1.n1                            1.8
xalu.xunary1.x1.n                      1.34796
xalu.u1                            3.98205e-09
xalu.xunary1.x2.n                  1.99102e-09
xalu.xshift1.sn                            1.8
xalu.xshift1.n0                            1.8
xalu.xshift1.x0.n                            0
xalu.xshift1.n1                            1.8
a2                                           0
xalu.xshift1.x1.n                            0
xalu.h1                            3.98205e-09
xalu.xshift1.x2.n                  1.99102e-09
xalu.xlo1.sn                               1.8
xalu.xlo1.n0                               1.8
xalu.xlo1.x0.n                               0
xalu.xlo1.n1                               1.8
xalu.xlo1.x1.n                               0
xalu.lo1                           3.98205e-09
xalu.xlo1.x2.n                     1.99102e-09
xalu.xhi1.sn                               1.8
xalu.xhi1.n0                               1.8
xalu.xhi1.x0.n                               0
xalu.xhi1.n1                               1.8
xalu.xhi1.x1.n                               0
xalu.hi1                           3.98205e-09
xalu.xhi1.x2.n                     1.99102e-09
xalu.xout1.sn                              1.8
xalu.xout1.n0                              1.8
xalu.xout1.x0.n                              0
xalu.xout1.n1                              1.8
xalu.xout1.x1.n                              0
y1                                 3.98205e-09
xalu.xout1.x2.n                    1.99102e-09
xalu.xbsub2.n0                             1.8
b2                                           0
xalu.xbsub2.x0.n                             0
xalu.xbsub2.n1                             1.8
xalu.xbsub2.x1.n                             0
xalu.xbsub2.n2                             1.8
xalu.xbsub2.x2.n                             0
xalu.bs2                           3.98205e-09
xalu.xbsub2.x3.n                   1.99102e-09
xalu.xfa2.x0.n0                            1.8
xalu.xfa2.x0.x0.n                            0
xalu.xfa2.x0.n1                            1.8
xalu.xfa2.x0.x1.n                            0
xalu.xfa2.x0.n2                            1.8
xalu.xfa2.x0.x2.n                            0
xalu.xfa2.p                        3.98205e-09
xalu.xfa2.x0.x3.n                  1.99102e-09
xalu.xfa2.x1.n0                            1.8
xalu.xfa2.x1.x0.n                            0
xalu.xfa2.x1.n1                            1.8
xalu.xfa2.x1.x1.n                            0
xalu.xfa2.x1.n2                            1.8
xalu.xfa2.x1.x2.n                            0
xalu.s2                            3.98205e-09
xalu.xfa2.x1.x3.n                  1.99102e-09
xalu.xfa2.x2.n                             1.8
xalu.xfa2.x2.xn.n                            0
xalu.xfa2.g                        1.99102e-09
xalu.xfa2.x3.n                             1.8
xalu.xfa2.x3.xn.n                            0
xalu.xfa2.h                        1.99102e-09
xalu.xfa2.x4.xn.n                          1.8
xalu.xfa2.x4.n                             1.8
xalu.c3                            1.99102e-09
xalu.xand2.n                               1.8
xalu.xand2.xn.n                              0
xalu.and2                          1.99102e-09
xalu.xor2.xn.n                             1.8
xalu.xor2.n                                1.8
xalu.or2                           1.99102e-09
xalu.xxor2.n0                              1.8
xalu.xxor2.x0.n                              0
xalu.xxor2.n1                              1.8
xalu.xxor2.x1.n                              0
xalu.xxor2.n2                              1.8
xalu.xxor2.x2.n                              0
xalu.xor2                          3.98205e-09
xalu.xxor2.x3.n                    1.99102e-09
xalu.not2                                  1.8
xalu.xlogic2.sn                            1.8
xalu.xlogic2.n0                            1.8
xalu.xlogic2.x0.n                            0
xalu.xlogic2.n1                            1.8
xalu.xlogic2.x1.n                            0
xalu.l2                            3.98205e-09
xalu.xlogic2.x2.n                  1.99102e-09
xalu.xunary2.sn                            1.8
xalu.xunary2.n0                            1.8
xalu.xunary2.x0.n                            0
xalu.xunary2.n1                            1.8
xalu.xunary2.x1.n                      1.34796
xalu.u2                            3.98205e-09
xalu.xunary2.x2.n                  1.99102e-09
xalu.xshift2.sn                            1.8
xalu.xshift2.n0                            1.8
xalu.xshift2.x0.n                            0
xalu.xshift2.n1                            1.8
a3                                           0
xalu.xshift2.x1.n                            0
xalu.h2                            3.98205e-09
xalu.xshift2.x2.n                  1.99102e-09
xalu.xlo2.sn                               1.8
xalu.xlo2.n0                               1.8
xalu.xlo2.x0.n                               0
xalu.xlo2.n1                               1.8
xalu.xlo2.x1.n                               0
xalu.lo2                           3.98205e-09
xalu.xlo2.x2.n                     1.99102e-09
xalu.xhi2.sn                               1.8
xalu.xhi2.n0                               1.8
xalu.xhi2.x0.n                               0
xalu.xhi2.n1                               1.8
xalu.xhi2.x1.n                               0
xalu.hi2                           3.98205e-09
xalu.xhi2.x2.n                     1.99102e-09
xalu.xout2.sn                              1.8
xalu.xout2.n0                              1.8
xalu.xout2.x0.n                              0
xalu.xout2.n1                              1.8
xalu.xout2.x1.n                              0
y2                                 3.98205e-09
xalu.xout2.x2.n                    1.99102e-09
xalu.xbsub3.n0                             1.8
b3                                           0
xalu.xbsub3.x0.n                             0
xalu.xbsub3.n1                             1.8
xalu.xbsub3.x1.n                             0
xalu.xbsub3.n2                             1.8
xalu.xbsub3.x2.n                             0
xalu.bs3                           3.98205e-09
xalu.xbsub3.x3.n                   1.99102e-09
xalu.xfa3.x0.n0                            1.8
xalu.xfa3.x0.x0.n                            0
xalu.xfa3.x0.n1                            1.8
xalu.xfa3.x0.x1.n                            0
xalu.xfa3.x0.n2                            1.8
xalu.xfa3.x0.x2.n                            0
xalu.xfa3.p                        3.98205e-09
xalu.xfa3.x0.x3.n                  1.99102e-09
xalu.xfa3.x1.n0                            1.8
xalu.xfa3.x1.x0.n                            0
xalu.xfa3.x1.n1                            1.8
xalu.xfa3.x1.x1.n                            0
xalu.xfa3.x1.n2                            1.8
xalu.xfa3.x1.x2.n                            0
xalu.s3                            3.98205e-09
xalu.xfa3.x1.x3.n                  1.99102e-09
xalu.xfa3.x2.n                             1.8
xalu.xfa3.x2.xn.n                            0
xalu.xfa3.g                        1.99102e-09
xalu.xfa3.x3.n                             1.8
xalu.xfa3.x3.xn.n                            0
xalu.xfa3.h                        1.99102e-09
xalu.xfa3.x4.xn.n                          1.8
xalu.xfa3.x4.n                             1.8
xalu.c4                            1.99102e-09
xalu.xand3.n                               1.8
xalu.xand3.xn.n                              0
xalu.and3                          1.99102e-09
xalu.xor3.xn.n                             1.8
xalu.xor3.n                                1.8
xalu.or3                           1.99102e-09
xalu.xxor3.n0                              1.8
xalu.xxor3.x0.n                              0
xalu.xxor3.n1                              1.8
xalu.xxor3.x1.n                              0
xalu.xxor3.n2                              1.8
xalu.xxor3.x2.n                              0
xalu.xor3                          3.98205e-09
xalu.xxor3.x3.n                    1.99102e-09
xalu.not3                                  1.8
xalu.xlogic3.sn                            1.8
xalu.xlogic3.n0                            1.8
xalu.xlogic3.x0.n                            0
xalu.xlogic3.n1                            1.8
xalu.xlogic3.x1.n                            0
xalu.l3                            3.98205e-09
xalu.xlogic3.x2.n                  1.99102e-09
xalu.xunary3.sn                            1.8
xalu.xunary3.n0                            1.8
xalu.xunary3.x0.n                            0
xalu.xunary3.n1                            1.8
xalu.xunary3.x1.n                      1.34796
xalu.u3                            3.98205e-09
xalu.xunary3.x2.n                  1.99102e-09
xalu.xshift3.sn                            1.8
xalu.xshift3.n0                            1.8
xalu.xshift3.x0.n                            0
xalu.xshift3.n1                            1.8
a4                                           0
xalu.xshift3.x1.n                            0
xalu.h3                            3.98205e-09
xalu.xshift3.x2.n                  1.99102e-09
xalu.xlo3.sn                               1.8
xalu.xlo3.n0                               1.8
xalu.xlo3.x0.n                               0
xalu.xlo3.n1                               1.8
xalu.xlo3.x1.n                               0
xalu.lo3                           3.98205e-09
xalu.xlo3.x2.n                     1.99102e-09
xalu.xhi3.sn                               1.8
xalu.xhi3.n0                               1.8
xalu.xhi3.x0.n                               0
xalu.xhi3.n1                               1.8
xalu.xhi3.x1.n                               0
xalu.hi3                           3.98205e-09
xalu.xhi3.x2.n                     1.99102e-09
xalu.xout3.sn                              1.8
xalu.xout3.n0                              1.8
xalu.xout3.x0.n                              0
xalu.xout3.n1                              1.8
xalu.xout3.x1.n                              0
y3                                 3.98205e-09
xalu.xout3.x2.n                    1.99102e-09
xalu.xbsub4.n0                             1.8
b4                                           0
xalu.xbsub4.x0.n                             0
xalu.xbsub4.n1                             1.8
xalu.xbsub4.x1.n                             0
xalu.xbsub4.n2                             1.8
xalu.xbsub4.x2.n                             0
xalu.bs4                           3.98205e-09
xalu.xbsub4.x3.n                   1.99102e-09
xalu.xfa4.x0.n0                            1.8
xalu.xfa4.x0.x0.n                            0
xalu.xfa4.x0.n1                            1.8
xalu.xfa4.x0.x1.n                            0
xalu.xfa4.x0.n2                            1.8
xalu.xfa4.x0.x2.n                            0
xalu.xfa4.p                        3.98205e-09
xalu.xfa4.x0.x3.n                  1.99102e-09
xalu.xfa4.x1.n0                            1.8
xalu.xfa4.x1.x0.n                            0
xalu.xfa4.x1.n1                            1.8
xalu.xfa4.x1.x1.n                            0
xalu.xfa4.x1.n2                            1.8
xalu.xfa4.x1.x2.n                            0
xalu.s4                            3.98205e-09
xalu.xfa4.x1.x3.n                  1.99102e-09
xalu.xfa4.x2.n                             1.8
xalu.xfa4.x2.xn.n                            0
xalu.xfa4.g                        1.99102e-09
xalu.xfa4.x3.n                             1.8
xalu.xfa4.x3.xn.n                            0
xalu.xfa4.h                        1.99102e-09
xalu.xfa4.x4.xn.n                          1.8
xalu.xfa4.x4.n                             1.8
xalu.c5                            1.99102e-09
xalu.xand4.n                               1.8
xalu.xand4.xn.n                              0
xalu.and4                          1.99102e-09
xalu.xor4.xn.n                             1.8
xalu.xor4.n                                1.8
xalu.or4                           1.99102e-09
xalu.xxor4.n0                              1.8
xalu.xxor4.x0.n                              0
xalu.xxor4.n1                              1.8
xalu.xxor4.x1.n                              0
xalu.xxor4.n2                              1.8
xalu.xxor4.x2.n                              0
xalu.xor4                          3.98205e-09
xalu.xxor4.x3.n                    1.99102e-09
xalu.not4                                  1.8
xalu.xlogic4.sn                            1.8
xalu.xlogic4.n0                            1.8
xalu.xlogic4.x0.n                            0
xalu.xlogic4.n1                            1.8
xalu.xlogic4.x1.n                            0
xalu.l4                            3.98205e-09
xalu.xlogic4.x2.n                  1.99102e-09
xalu.xunary4.sn                            1.8
xalu.xunary4.n0                            1.8
xalu.xunary4.x0.n                            0
xalu.xunary4.n1                            1.8
xalu.xunary4.x1.n                      1.34796
xalu.u4                            3.98205e-09
xalu.xunary4.x2.n                  1.99102e-09
xalu.xshift4.sn                            1.8
xalu.xshift4.n0                            1.8
xalu.xshift4.x0.n                            0
xalu.xshift4.n1                            1.8
a5                                           0
xalu.xshift4.x1.n                            0
xalu.h4                            3.98205e-09
xalu.xshift4.x2.n                  1.99102e-09
xalu.xlo4.sn                               1.8
xalu.xlo4.n0                               1.8
xalu.xlo4.x0.n                               0
xalu.xlo4.n1                               1.8
xalu.xlo4.x1.n                               0
xalu.lo4                           3.98205e-09
xalu.xlo4.x2.n                     1.99102e-09
xalu.xhi4.sn                               1.8
xalu.xhi4.n0                               1.8
xalu.xhi4.x0.n                               0
xalu.xhi4.n1                               1.8
xalu.xhi4.x1.n                               0
xalu.hi4                           3.98205e-09
xalu.xhi4.x2.n                     1.99102e-09
xalu.xout4.sn                              1.8
xalu.xout4.n0                              1.8
xalu.xout4.x0.n                              0
xalu.xout4.n1                              1.8
xalu.xout4.x1.n                              0
y4                                 3.98205e-09
xalu.xout4.x2.n                    1.99102e-09
xalu.xbsub5.n0                             1.8
b5                                           0
xalu.xbsub5.x0.n                             0
xalu.xbsub5.n1                             1.8
xalu.xbsub5.x1.n                             0
xalu.xbsub5.n2                             1.8
xalu.xbsub5.x2.n                             0
xalu.bs5                           3.98205e-09
xalu.xbsub5.x3.n                   1.99102e-09
xalu.xfa5.x0.n0                            1.8
xalu.xfa5.x0.x0.n                            0
xalu.xfa5.x0.n1                            1.8
xalu.xfa5.x0.x1.n                            0
xalu.xfa5.x0.n2                            1.8
xalu.xfa5.x0.x2.n                            0
xalu.xfa5.p                        3.98205e-09
xalu.xfa5.x0.x3.n                  1.99102e-09
xalu.xfa5.x1.n0                            1.8
xalu.xfa5.x1.x0.n                            0
xalu.xfa5.x1.n1                            1.8
xalu.xfa5.x1.x1.n                            0
xalu.xfa5.x1.n2                            1.8
xalu.xfa5.x1.x2.n                            0
xalu.s5                            3.98205e-09
xalu.xfa5.x1.x3.n                  1.99102e-09
xalu.xfa5.x2.n                             1.8
xalu.xfa5.x2.xn.n                            0
xalu.xfa5.g                        1.99102e-09
xalu.xfa5.x3.n                             1.8
xalu.xfa5.x3.xn.n                            0
xalu.xfa5.h                        1.99102e-09
xalu.xfa5.x4.xn.n                          1.8
xalu.xfa5.x4.n                             1.8
xalu.c6                            1.99102e-09
xalu.xand5.n                               1.8
xalu.xand5.xn.n                              0
xalu.and5                          1.99102e-09
xalu.xor5.xn.n                             1.8
xalu.xor5.n                                1.8
xalu.or5                           1.99102e-09
xalu.xxor5.n0                              1.8
xalu.xxor5.x0.n                              0
xalu.xxor5.n1                              1.8
xalu.xxor5.x1.n                              0
xalu.xxor5.n2                              1.8
xalu.xxor5.x2.n                              0
xalu.xor5                          3.98205e-09
xalu.xxor5.x3.n                    1.99102e-09
xalu.not5                                  1.8
xalu.xlogic5.sn                            1.8
xalu.xlogic5.n0                            1.8
xalu.xlogic5.x0.n                            0
xalu.xlogic5.n1                            1.8
xalu.xlogic5.x1.n                            0
xalu.l5                            3.98205e-09
xalu.xlogic5.x2.n                  1.99102e-09
xalu.xunary5.sn                            1.8
xalu.xunary5.n0                            1.8
xalu.xunary5.x0.n                            0
xalu.xunary5.n1                            1.8
xalu.xunary5.x1.n                      1.34796
xalu.u5                            3.98205e-09
xalu.xunary5.x2.n                  1.99102e-09
xalu.xshift5.sn                            1.8
xalu.xshift5.n0                            1.8
xalu.xshift5.x0.n                            0
xalu.xshift5.n1                            1.8
a6                                           0
xalu.xshift5.x1.n                            0
xalu.h5                            3.98205e-09
xalu.xshift5.x2.n                  1.99102e-09
xalu.xlo5.sn                               1.8
xalu.xlo5.n0                               1.8
xalu.xlo5.x0.n                               0
xalu.xlo5.n1                               1.8
xalu.xlo5.x1.n                               0
xalu.lo5                           3.98205e-09
xalu.xlo5.x2.n                     1.99102e-09
xalu.xhi5.sn                               1.8
xalu.xhi5.n0                               1.8
xalu.xhi5.x0.n                               0
xalu.xhi5.n1                               1.8
xalu.xhi5.x1.n                               0
xalu.hi5                           3.98205e-09
xalu.xhi5.x2.n                     1.99102e-09
xalu.xout5.sn                              1.8
xalu.xout5.n0                              1.8
xalu.xout5.x0.n                              0
xalu.xout5.n1                              1.8
xalu.xout5.x1.n                              0
y5                                 3.98205e-09
xalu.xout5.x2.n                    1.99102e-09
xalu.xbsub6.n0                             1.8
b6                                           0
xalu.xbsub6.x0.n                             0
xalu.xbsub6.n1                             1.8
xalu.xbsub6.x1.n                             0
xalu.xbsub6.n2                             1.8
xalu.xbsub6.x2.n                             0
xalu.bs6                           3.98205e-09
xalu.xbsub6.x3.n                   1.99102e-09
xalu.xfa6.x0.n0                            1.8
xalu.xfa6.x0.x0.n                            0
xalu.xfa6.x0.n1                            1.8
xalu.xfa6.x0.x1.n                            0
xalu.xfa6.x0.n2                            1.8
xalu.xfa6.x0.x2.n                            0
xalu.xfa6.p                        3.98205e-09
xalu.xfa6.x0.x3.n                  1.99102e-09
xalu.xfa6.x1.n0                            1.8
xalu.xfa6.x1.x0.n                            0
xalu.xfa6.x1.n1                            1.8
xalu.xfa6.x1.x1.n                            0
xalu.xfa6.x1.n2                            1.8
xalu.xfa6.x1.x2.n                            0
xalu.s6                            3.98205e-09
xalu.xfa6.x1.x3.n                  1.99102e-09
xalu.xfa6.x2.n                             1.8
xalu.xfa6.x2.xn.n                            0
xalu.xfa6.g                        1.99102e-09
xalu.xfa6.x3.n                             1.8
xalu.xfa6.x3.xn.n                            0
xalu.xfa6.h                        1.99102e-09
xalu.xfa6.x4.xn.n                          1.8
xalu.xfa6.x4.n                             1.8
xalu.c7                            1.99102e-09
xalu.xand6.n                               1.8
xalu.xand6.xn.n                              0
xalu.and6                          1.99102e-09
xalu.xor6.xn.n                             1.8
xalu.xor6.n                                1.8
xalu.or6                           1.99102e-09
xalu.xxor6.n0                              1.8
xalu.xxor6.x0.n                              0
xalu.xxor6.n1                              1.8
xalu.xxor6.x1.n                              0
xalu.xxor6.n2                              1.8
xalu.xxor6.x2.n                              0
xalu.xor6                          3.98205e-09
xalu.xxor6.x3.n                    1.99102e-09
xalu.not6                                  1.8
xalu.xlogic6.sn                            1.8
xalu.xlogic6.n0                            1.8
xalu.xlogic6.x0.n                            0
xalu.xlogic6.n1                            1.8
xalu.xlogic6.x1.n                            0
xalu.l6                            3.98205e-09
xalu.xlogic6.x2.n                  1.99102e-09
xalu.xunary6.sn                            1.8
xalu.xunary6.n0                            1.8
xalu.xunary6.x0.n                            0
xalu.xunary6.n1                            1.8
xalu.xunary6.x1.n                      1.34796
xalu.u6                            3.98205e-09
xalu.xunary6.x2.n                  1.99102e-09
xalu.xshift6.sn                            1.8
xalu.xshift6.n0                            1.8
xalu.xshift6.x0.n                            0
xalu.xshift6.n1                            1.8
a7                                           0
xalu.xshift6.x1.n                            0
xalu.h6                            3.98205e-09
xalu.xshift6.x2.n                  1.99102e-09
xalu.xlo6.sn                               1.8
xalu.xlo6.n0                               1.8
xalu.xlo6.x0.n                               0
xalu.xlo6.n1                               1.8
xalu.xlo6.x1.n                               0
xalu.lo6                           3.98205e-09
xalu.xlo6.x2.n                     1.99102e-09
xalu.xhi6.sn                               1.8
xalu.xhi6.n0                               1.8
xalu.xhi6.x0.n                               0
xalu.xhi6.n1                               1.8
xalu.xhi6.x1.n                               0
xalu.hi6                           3.98205e-09
xalu.xhi6.x2.n                     1.99102e-09
xalu.xout6.sn                              1.8
xalu.xout6.n0                              1.8
xalu.xout6.x0.n                              0
xalu.xout6.n1                              1.8
xalu.xout6.x1.n                              0
y6                                 3.98205e-09
xalu.xout6.x2.n                    1.99102e-09
xalu.xbsub7.n0                             1.8
b7                                           0
xalu.xbsub7.x0.n                             0
xalu.xbsub7.n1                             1.8
xalu.xbsub7.x1.n                             0
xalu.xbsub7.n2                             1.8
xalu.xbsub7.x2.n                             0
xalu.bs7                           3.98205e-09
xalu.xbsub7.x3.n                   1.99102e-09
xalu.xfa7.x0.n0                            1.8
xalu.xfa7.x0.x0.n                            0
xalu.xfa7.x0.n1                            1.8
xalu.xfa7.x0.x1.n                            0
xalu.xfa7.x0.n2                            1.8
xalu.xfa7.x0.x2.n                            0
xalu.xfa7.p                        3.98205e-09
xalu.xfa7.x0.x3.n                  1.99102e-09
xalu.xfa7.x1.n0                            1.8
xalu.xfa7.x1.x0.n                            0
xalu.xfa7.x1.n1                            1.8
xalu.xfa7.x1.x1.n                            0
xalu.xfa7.x1.n2                            1.8
xalu.xfa7.x1.x2.n                            0
xalu.s7                            3.98205e-09
xalu.xfa7.x1.x3.n                  1.99102e-09
xalu.xfa7.x2.n                             1.8
xalu.xfa7.x2.xn.n                            0
xalu.xfa7.g                        1.99102e-09
xalu.xfa7.x3.n                             1.8
xalu.xfa7.x3.xn.n                            0
xalu.xfa7.h                        1.99102e-09
xalu.xfa7.x4.xn.n                          1.8
xalu.xfa7.x4.n                             1.8
xalu.c8                            1.99102e-09
xalu.xand7.n                               1.8
xalu.xand7.xn.n                              0
xalu.and7                          1.99102e-09
xalu.xor7.xn.n                             1.8
xalu.xor7.n                                1.8
xalu.or7                           1.99102e-09
xalu.xxor7.n0                              1.8
xalu.xxor7.x0.n                              0
xalu.xxor7.n1                              1.8
xalu.xxor7.x1.n                              0
xalu.xxor7.n2                              1.8
xalu.xxor7.x2.n                              0
xalu.xor7                          3.98205e-09
xalu.xxor7.x3.n                    1.99102e-09
xalu.not7                                  1.8
xalu.xlogic7.sn                            1.8
xalu.xlogic7.n0                            1.8
xalu.xlogic7.x0.n                            0
xalu.xlogic7.n1                            1.8
xalu.xlogic7.x1.n                            0
xalu.l7                            3.98205e-09
xalu.xlogic7.x2.n                  1.99102e-09
xalu.xunary7.sn                            1.8
xalu.xunary7.n0                            1.8
xalu.xunary7.x0.n                            0
xalu.xunary7.n1                            1.8
xalu.xunary7.x1.n                      1.34796
xalu.u7                            3.98205e-09
xalu.xunary7.x2.n                  1.99102e-09
xalu.xshift7.sn                            1.8
xalu.xshift7.n0                            1.8
xalu.xshift7.x0.n                            0
xalu.xshift7.n1                            1.8
xalu.xshift7.x1.n                            0
xalu.h7                            3.98205e-09
xalu.xshift7.x2.n                  1.99102e-09
xalu.xlo7.sn                               1.8
xalu.xlo7.n0                               1.8
xalu.xlo7.x0.n                               0
xalu.xlo7.n1                               1.8
xalu.xlo7.x1.n                               0
xalu.lo7                           3.98205e-09
xalu.xlo7.x2.n                     1.99102e-09
xalu.xhi7.sn                               1.8
xalu.xhi7.n0                               1.8
xalu.xhi7.x0.n                               0
xalu.xhi7.n1                               1.8
xalu.xhi7.x1.n                               0
xalu.hi7                           3.98205e-09
xalu.xhi7.x2.n                     1.99102e-09
xalu.xout7.sn                              1.8
xalu.xout7.n0                              1.8
xalu.xout7.x0.n                              0
xalu.xout7.n1                              1.8
xalu.xout7.x1.n                              0
y7                                 3.98205e-09
xalu.xout7.x2.n                    1.99102e-09
xalu.xarithlo.n                            1.8
xalu.arith                                 1.8
xalu.xcarryarith.n                         1.8
xalu.xcarryarith.xn.n                  1.34796
xalu.ca                            1.99102e-09
xalu.xshiftcarry.sn                        1.8
xalu.xshiftcarry.n0                        1.8
xalu.xshiftcarry.x0.n                        0
xalu.xshiftcarry.n1                        1.8
xalu.xshiftcarry.x1.n                        0
xalu.cs                            3.98205e-09
xalu.xshiftcarry.x2.n              1.99102e-09
xalu.xshiften.n                            1.8
xalu.xshiften.xn.n                           0
xalu.sh                            1.99102e-09
xalu.xcarryshift.n                         1.8
xalu.xcarryshift.xn.n                        0
xalu.ch                            1.99102e-09
xalu.xcarry.xn.n                           1.8
xalu.xcarry.n                              1.8
carry                              1.99102e-09
