Note: Starting dynamic gmin stepping
Note: Dynamic gmin stepping completed

Note: No compatibility mode selected!


Circuit: alu reference characterization

Doing analysis at TEMP = -20.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
xalu.xout7.x1.n                              0
y7                                 3.10015e-09
xalu.xout7.x2.n                    1.55008e-09
xalu.xarithlo.n                           1.98
xalu.arith                                1.98
xalu.xcarryarith.n                        1.98
xalu.xcarryarith.xn.n                  1.48404
xalu.ca                            1.55008e-09
xalu.xshiftcarry.sn                       1.98
xalu.xshiftcarry.n0                       1.98
xalu.xshiftcarry.x0.n                        0
xalu.xshiftcarry.n1                       1.98
xalu.xshiftcarry.x1.n                        0
xalu.cs                            3.10015e-09
xalu.xshiftcarry.x2.n              1.55008e-09
xalu.xshiften.n                           1.98
xalu.xshiften.xn.n                           0
xalu.sh                            1.55008e-09
xalu.xcarryshift.n                        1.98
xalu.xcarryshift.xn.n                        0
xalu.ch                            1.55008e-09
xalu.xcarry.xn.n                          1.98
xalu.xcarry.n                             1.98
carry                              1.55008e-09
xalu.xoverraw.n0                          1.98
xalu.xoverraw.x0.n                           0
xalu.xoverraw.n1                          1.98
xalu.xoverraw.x1.n                           0
xalu.xoverraw.n2                          1.98
xalu.xoverraw.x2.n                           0
xalu.ov                            3.10015e-09
xalu.xoverraw.x3.n                 1.55008e-09
xalu.xoverflow.n                          1.98
xalu.xoverflow.xn.n                    1.48404
overflow                           1.55008e-09
xalu.xzero1.xn.n                          1.98
xalu.xzero1.n                             1.98
xalu.z1                            1.55008e-09
xalu.xzero2.xn.n                          1.98
xalu.xzero2.n                             1.98
xalu.z2                            1.55008e-09
xalu.xzero3.xn.n                          1.98
xalu.xzero3.n                             1.98
xalu.z3                            1.55008e-09
xalu.xzero4.xn.n                          1.98
xalu.xzero4.n                             1.98
xalu.z4                            1.55008e-09
xalu.xzero5.xn.n                          1.98
xalu.xzero5.n                             1.98
xalu.z5                            1.55008e-09
xalu.xzero6.xn.n                          1.98
xalu.xzero6.n                             1.98
xalu.z6                            1.55008e-09
xalu.xzero7.xn.n                          1.98
xalu.xzero7.n                             1.98
xalu.z7                            1.55008e-09
zero                                      1.98
vop2#branch                                  0
vop1#branch                                  0
vop0#branch                                  0
vb7#branch                                   0
vb6#branch                                   0
vb5#branch                                   0
vb4#branch                                   0
vb3#branch                                   0
vb2#branch                                   0
vb1#branch                                   0
vb0#branch                                   0
va7#branch                                   0
va6#branch                                   0
va5#branch                                   0
va4#branch                                   0
va3#branch                                   0
va2#branch                                   0
va1#branch                                   0
va0#branch                                   0
vdd#branch                         -1.1167e-09

 Reference value :  5.14560e-09
 Reference value :  1.18595e-08
 Reference value :  2.01997e-08
 Reference value :  2.89124e-08
 Reference value :  3.61570e-08
 Reference value :  4.39823e-08
 Reference value :  5.07721e-08
 Reference value :  5.92521e-08
 Reference value :  6.57799e-08
 Reference value :  7.37308e-08
 Reference value :  8.19634e-08
 Reference value :  9.05095e-08
 Reference value :  9.78695e-08
 Reference value :  1.04670e-07
 Reference value :  1.11545e-07
 Reference value :  1.20189e-07
 Reference value :  1.28968e-07
 Reference value :  1.36043e-07
 Reference value :  1.44382e-07
 Reference value :  1.52498e-07
 Reference value :  1.61199e-07
 Reference value :  1.70070e-07
 Reference value :  1.77194e-07
 Reference value :  1.84326e-07
 Reference value :  1.91081e-07
 Reference value :  1.99901e-07
 Reference value :  2.07426e-07
 Reference value :  2.14691e-07
 Reference value :  2.19291e-07
 Reference value :  2.21327e-07
 Reference value :  2.24567e-07
 Reference value :  2.28607e-07
 Reference value :  2.31330e-07
 Reference value :  2.34530e-07
 Reference value :  2.38450e-07
 Reference value :  2.40985e-07
 Reference value :  2.43585e-07
 Reference value :  2.46865e-07
 Reference value :  2.50050e-07
 Reference value :  2.51862e-07
 Reference value :  2.55322e-07
 Reference value :  2.58742e-07
 Reference value :  2.61461e-07
 Reference value :  2.65081e-07
 Reference value :  2.68741e-07
 Reference value :  2.71158e-07
 Reference value :  2.73938e-07
 Reference value :  2.77938e-07
 Reference value :  2.80915e-07
 Reference value :  2.83875e-07
 Reference value :  2.87635e-07
 Reference value :  2.90352e-07
 Reference value :  2.92832e-07
 Reference value :  2.96572e-07
 Reference value :  3.00102e-07
 Reference value :  3.02023e-07
 Reference value :  3.05243e-07
 Reference value :  3.09363e-07
 Reference value :  3.11990e-07
 Reference value :  3.15910e-07
 Reference value :  3.20050e-07
 Reference value :  3.22638e-07
 Reference value :  3.26898e-07
 Reference value :  3.30186e-07
 Reference value :  3.33232e-07
 Reference value :  3.37372e-07
 Reference value :  3.40432e-07
 Reference value :  3.43672e-07
 Reference value :  3.47472e-07
 Reference value :  3.50378e-07
 Reference value :  3.53058e-07
 Reference value :  3.56958e-07
 Reference value :  3.60136e-07
 Reference value :  3.62679e-07
 Reference value :  3.66619e-07
 Reference value :  3.70149e-07
 Reference value :  3.75142e-07
 Reference value :  3.81051e-07
 Reference value :  3.87611e-07
 Reference value :  3.93084e-07
 Reference value :  4.01013e-07
 Reference value :  4.09513e-07
 Reference value :  4.16230e-07
 Reference value :  4.23391e-07
 Reference value :  4.31820e-07
 Reference value :  4.39760e-07
 Reference value :  4.44140e-07
 Reference value :  4.51072e-07
 Reference value :  4.58292e-07
 Reference value :  4.65235e-07
 Reference value :  4.72355e-07
 Reference value :  4.80249e-07
 Reference value :  4.88749e-07
 Reference value :  4.95775e-07
 Reference value :  5.02881e-07
 Reference value :  5.10753e-07
 Reference value :  5.19453e-07
 Reference value :  5.26382e-07
 Reference value :  5.32712e-07
 Reference value :  5.40972e-07
 Reference value :  5.50014e-07
 Reference value :  5.57209e-07
 Reference value :  5.64489e-07
 Reference value :  5.71170e-07
 Reference value :  5.80106e-07
 Reference value :  5.86518e-07
 Reference value :  5.93964e-07
 Reference value :  6.02163e-07
 Reference value :  6.10429e-07
 Reference value :  6.18949e-07
 Reference value :  6.27221e-07
 Reference value :  6.33934e-07

No. of Data Rows : 32596
ngspice-47 done
