Note: Starting dynamic gmin stepping
Note: Dynamic gmin stepping completed

Note: No compatibility mode selected!


Circuit: alu reference characterization

Doing analysis at TEMP = 25.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
xalu.xshift7.sn                            1.8
xalu.xshift7.n0                    3.98205e-09
xalu.xshift7.x0.n                  1.99102e-09
xalu.xshift7.n1                            1.8
xalu.xshift7.x1.n                            0
xalu.h7                                    1.8
xalu.xshift7.x2.n                            0
xalu.xlo7.sn                               1.8
xalu.xlo7.n0                       3.98205e-09
xalu.xlo7.x0.n                     1.99102e-09
xalu.xlo7.n1                               1.8
xalu.xlo7.x1.n                               0
xalu.lo7                                   1.8
xalu.xlo7.x2.n                               0
xalu.xhi7.sn                               1.8
xalu.xhi7.n0                       3.98205e-09
xalu.xhi7.x0.n                     1.99102e-09
xalu.xhi7.n1                               1.8
xalu.xhi7.x1.n                         1.34796
xalu.hi7                                   1.8
xalu.xhi7.x2.n                               0
xalu.xout7.sn                              1.8
xalu.xout7.n0                      3.98205e-09
xalu.xout7.x0.n                    1.99102e-09
xalu.xout7.n1                              1.8
xalu.xout7.x1.n                        1.34796
y7                                         1.8
xalu.xout7.x2.n                              0
xalu.xarithlo.n                            1.8
xalu.arith                                 1.8
xalu.xcarryarith.n                         1.8
xalu.xcarryarith.xn.n                  1.34796
xalu.ca                            1.99102e-09
xalu.xshiftcarry.sn                        1.8
xalu.xshiftcarry.n0                3.98205e-09
xalu.xshiftcarry.x0.n              1.99102e-09
xalu.xshiftcarry.n1                        1.8
xalu.xshiftcarry.x1.n                  1.34796
xalu.cs                                    1.8
xalu.xshiftcarry.x2.n                        0
xalu.xshiften.n                            1.8
xalu.xshiften.xn.n                           0
xalu.sh                            1.99102e-09
xalu.xcarryshift.n                         1.8
xalu.xcarryshift.xn.n                        0
xalu.ch                            1.99102e-09
xalu.xcarry.xn.n                           1.8
xalu.xcarry.n                              1.8
carry                              1.99102e-09
xalu.xoverraw.n0                           1.8
xalu.xoverraw.x0.n               -8.53021e-289
xalu.xoverraw.n1                           1.8
xalu.xoverraw.x1.n                           0
xalu.xoverraw.n2                           1.8
xalu.xoverraw.x2.n                           0
xalu.ov                            3.98205e-09
xalu.xoverraw.x3.n                 1.99102e-09
xalu.xoverflow.n                           1.8
xalu.xoverflow.xn.n                    1.34796
overflow                           1.99102e-09
xalu.xzero1.xn.n                       1.80026
xalu.xzero1.n                      9.95511e-10
xalu.z1                                    1.8
xalu.xzero2.xn.n                       1.80026
xalu.xzero2.n                      9.95511e-10
xalu.z2                                    1.8
xalu.xzero3.xn.n                       1.80026
xalu.xzero3.n                      9.95511e-10
xalu.z3                                    1.8
xalu.xzero4.xn.n                       1.80026
xalu.xzero4.n                      9.95511e-10
xalu.z4                                    1.8
xalu.xzero5.xn.n                       1.80026
xalu.xzero5.n                      9.95511e-10
xalu.z5                                    1.8
xalu.xzero6.xn.n                       1.80026
xalu.xzero6.n                      9.95511e-10
xalu.z6                                    1.8
xalu.xzero7.xn.n                       1.80026
xalu.xzero7.n                      9.95511e-10
xalu.z7                                    1.8
zero                               1.99102e-09
vo2#branch                                   0
vo1#branch                                   0
vo0#branch                                   0
vb7#branch                                   0
va7#branch                                   0
vb6#branch                                   0
va6#branch                                   0
vb5#branch                                   0
va5#branch                                   0
vb4#branch                                   0
va4#branch                                   0
vb3#branch                                   0
va3#branch                                   0
vb2#branch                                   0
va2#branch                                   0
vb1#branch                                   0
va1#branch                                   0
vb0#branch                                   0
va0#branch                                   0
vdd#branch                        -1.20636e-09

 Reference value :  3.01280e-09
 Reference value :  8.12280e-09
 Reference value :  1.30628e-08
 Reference value :  1.82028e-08
 Reference value :  2.22650e-08
 Reference value :  2.71250e-08
 Reference value :  3.18750e-08
 Reference value :  3.69650e-08
 Reference value :  4.08450e-08
 Reference value :  4.48150e-08
 Reference value :  4.95250e-08
 Reference value :  5.45750e-08
 Reference value :  5.95950e-08
 Reference value :  6.34750e-08
 Reference value :  6.83950e-08
 Reference value :  7.34850e-08
 Reference value :  7.84850e-08
 Reference value :  8.25950e-08
 Reference value :  8.76350e-08
 Reference value :  9.28250e-08
 Reference value :  9.78750e-08

No. of Data Rows : 10032
ngspice-47 done
